,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
408,02/15/12,02:00PM,https://www.banking.senate.gov/hearings/pay-for-performance-incentive-compensation-at-large-financial-institutions,Full Committee Hearing:Pay for Performance:  Incentive Compensation at Large Financial Institutions,,Banking,2022-03-22,"['Prof. Lucian A. Bebchuck', 'Kurt Hyde', 'Prof. Robert J. Jackson', 'Michael S. Melbinger']","['https://www.banking.senate.gov/imo/media/doc/BebchukTestimony21512.pdf', 'https://www.banking.senate.gov/imo/media/doc/HydeTestimony21512FICP.pdf', 'https://www.banking.senate.gov/imo/media/doc/JacksonTestimony21512.pdf', 'https://www.banking.senate.gov/imo/media/doc/MelbingerTestimony21512.pdf']","[('Prof. Lucian A. Bebchuck', 'https://www.banking.senate.gov/imo/media/doc/BebchukTestimony21512.pdf'), ('Kurt Hyde', 'https://www.banking.senate.gov/imo/media/doc/HydeTestimony21512FICP.pdf'), ('Prof. Robert J. Jackson', 'https://www.banking.senate.gov/imo/media/doc/JacksonTestimony21512.pdf'), ('Michael S. Melbinger', 'https://www.banking.senate.gov/imo/media/doc/MelbingerTestimony21512.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=16A388C2-C4C7-41EC-9974-98137D75CE41,404.0,404.0,403.0,400
409,02/10/12,11:00AM,https://www.banking.senate.gov/hearings/saving-our-neighborhoods-from-foreclosures,Full Committee Hearing:Saving Our Neighborhoods From Foreclosures,,Banking,2022-03-22,"['Krishna Garlic', 'Assemblyman Jerry Green', 'Alan Mallach', 'Wayne Meyer', 'Sharon Robinson-Briggs', 'Phyllis Salowe-Kaye']","['https://www.banking.senate.gov/imo/media/doc/GarlicTestimony21012.pdf', 'https://www.banking.senate.gov/imo/media/doc/GreenTestimony21012.pdf', 'https://www.banking.senate.gov/imo/media/doc/MallachTestimony21012.pdf', 'https://www.banking.senate.gov/imo/media/doc/MeyerTestimony21012.pdf', 'https://www.banking.senate.gov/imo/media/doc/MayorRobinsonBriggsTestimony21012.pdf', 'https://www.banking.senate.gov/imo/media/doc/SaloweKayeTestimony21012.pdf']","[('Krishna Garlic', 'https://www.banking.senate.gov/imo/media/doc/GarlicTestimony21012.pdf'), ('Assemblyman Jerry Green', 'https://www.banking.senate.gov/imo/media/doc/GreenTestimony21012.pdf'), ('Alan Mallach', 'https://www.banking.senate.gov/imo/media/doc/MallachTestimony21012.pdf'), ('Wayne Meyer', 'https://www.banking.senate.gov/imo/media/doc/MeyerTestimony21012.pdf'), ('Sharon Robinson-Briggs', 'https://www.banking.senate.gov/imo/media/doc/MayorRobinsonBriggsTestimony21012.pdf'), ('Phyllis Salowe-Kaye', 'https://www.banking.senate.gov/imo/media/doc/SaloweKayeTestimony21012.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=D36F5348-873C-46B9-9E31-77B297759D38,405.0,405.0,404.0,401
410,02/09/12,10:00AM,https://www.banking.senate.gov/hearings/state-of-the-housing-market-removing-barriers-to-economic-recovery,Full Committee Hearing:State of the Housing Market:  Removing Barriers to Economic Recovery,,Banking,2022-03-22,"['Christopher Mayer', 'Phillip L. Swagel', 'Mark Zandi']","['https://www.banking.senate.gov/imo/media/doc/MayerTestimony2912.pdf', 'https://www.banking.senate.gov/imo/media/doc/SwagelTestimony2912.pdf', 'https://www.banking.senate.gov/imo/media/doc/ZandiTestimony2912.pdf']","[('Christopher Mayer', 'https://www.banking.senate.gov/imo/media/doc/MayerTestimony2912.pdf'), ('Phillip L. Swagel', 'https://www.banking.senate.gov/imo/media/doc/SwagelTestimony2912.pdf'), ('Mark Zandi', 'https://www.banking.senate.gov/imo/media/doc/ZandiTestimony2912.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=6677A0F8-3FD3-4FAF-A748-C5A3211DF0DF,406.0,406.0,405.0,402
411,01/31/12,10:00AM,https://www.banking.senate.gov/hearings/holding-the-cfpb-accountable-review-of-first-semi-annual-report,Full Committee Hearing:Holding the CFPB Accountable:  Review of First Semi-annual Report,,Banking,2022-03-22,['Richard Cordray'],['https://www.banking.senate.gov/imo/media/doc/CordrayTestimony13112.pdf'],"[('Richard Cordray', 'https://www.banking.senate.gov/imo/media/doc/CordrayTestimony13112.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=FDC6713A-A47C-4872-AC2D-F201E60CD26B,407.0,407.0,406.0,403
412,12/14/11,09:30AM,https://www.banking.senate.gov/hearings/examining-investor-risks-in-capital-raising,Full Committee Hearing:Examining Investor Risks in Capital Raising,,Banking,2022-03-22,"['Professor John Coates', 'Mark Hiraide', 'Stephen Luparello', 'Kate Mitchell', 'Barry Silbert']","['https://www.banking.senate.gov/imo/media/doc/CoatesTestimony121411.pdf', 'https://www.banking.senate.gov/imo/media/doc/HiraideTestimony121411.pdf', 'https://www.banking.senate.gov/imo/media/doc/Luparello121411.pdf', 'https://www.banking.senate.gov/imo/media/doc/MitchellTestimony121411.pdf', 'https://www.banking.senate.gov/imo/media/doc/SilbertTestimony121411.pdf']","[('Professor John Coates', 'https://www.banking.senate.gov/imo/media/doc/CoatesTestimony121411.pdf'), ('Mark Hiraide', 'https://www.banking.senate.gov/imo/media/doc/HiraideTestimony121411.pdf'), ('Stephen Luparello', 'https://www.banking.senate.gov/imo/media/doc/Luparello121411.pdf'), ('Kate Mitchell', 'https://www.banking.senate.gov/imo/media/doc/MitchellTestimony121411.pdf'), ('Barry Silbert', 'https://www.banking.senate.gov/imo/media/doc/SilbertTestimony121411.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=5CFCDDE0-849D-4DAC-8643-D5EAD01027D8,408.0,408.0,407.0,404
413,12/13/11,02:30PM,https://www.banking.senate.gov/hearings/helping-homeowners-harmed-by-foreclosures-ensuring-accountability-and-transparency-in-foreclosure-reviews,Full Committee Hearing:Helping Homeowners Harmed by Foreclosures:  Ensuring Accountability and Transparency in Foreclosure Reviews,,Banking,2022-03-22,"['Honorable Julie Williams', 'Konrad Alt', 'Alys Cohen', 'David Holland', 'Ann M. Kenyon', 'Paul Leonard', 'Anthony B. Sanders']","['https://www.banking.senate.gov/imo/media/doc/WilliamsTestimony121311HTCDpm.pdf', 'https://www.banking.senate.gov/imo/media/doc/AltTestimony121311HTCDpm.pdf', 'https://www.banking.senate.gov/imo/media/doc/CohenTestimony121311.pdf', 'https://www.banking.senate.gov/imo/media/doc/HollandTestimony121311HTCDpm.pdf', 'https://www.banking.senate.gov/imo/media/doc/KenyonTestimony121311.pdf', 'https://www.banking.senate.gov/imo/media/doc/LeonardTestimony121311HTCDpm.pdf', 'https://www.banking.senate.gov/imo/media/doc/SandersTestimony121311.pdf']","[('Honorable Julie Williams', 'https://www.banking.senate.gov/imo/media/doc/WilliamsTestimony121311HTCDpm.pdf'), ('Konrad Alt', 'https://www.banking.senate.gov/imo/media/doc/AltTestimony121311HTCDpm.pdf'), ('Alys Cohen', 'https://www.banking.senate.gov/imo/media/doc/CohenTestimony121311.pdf'), ('David Holland', 'https://www.banking.senate.gov/imo/media/doc/HollandTestimony121311HTCDpm.pdf'), ('Ann M. Kenyon', 'https://www.banking.senate.gov/imo/media/doc/KenyonTestimony121311.pdf'), ('Paul Leonard', 'https://www.banking.senate.gov/imo/media/doc/LeonardTestimony121311HTCDpm.pdf'), ('Anthony B. Sanders', 'https://www.banking.senate.gov/imo/media/doc/SandersTestimony121311.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=7A885A91-A322-4EC1-854B-F5BEA50DDCC5,409.0,409.0,408.0,405
414,12/07/11,02:00PM,https://www.banking.senate.gov/hearings/enhanced-supervision-a-new-regime-for-regulating-large-complex-financial-institutions,"Full Committee Hearing:Enhanced Supervision:  A New Regime for Regulating Large, Complex Financial Institutions",,Banking,2022-03-22,"['Sheila Bair', 'Simon Johnson', 'Phillip L. Swagel', 'Arthur E. Wilmarth']","['https://www.banking.senate.gov/imo/media/doc/BairTestimony12711.pdf', 'https://www.banking.senate.gov/imo/media/doc/JohnsonTestimony12711.pdf', 'https://www.banking.senate.gov/imo/media/doc/SwagelTestimony12711.pdf', 'https://www.banking.senate.gov/imo/media/doc/WilmarthTestimony12711.pdf']","[('Sheila Bair', 'https://www.banking.senate.gov/imo/media/doc/BairTestimony12711.pdf'), ('Simon Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonTestimony12711.pdf'), ('Phillip L. Swagel', 'https://www.banking.senate.gov/imo/media/doc/SwagelTestimony12711.pdf'), ('Arthur E. Wilmarth', 'https://www.banking.senate.gov/imo/media/doc/WilmarthTestimony12711.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=6EE66E38-FCC3-4128-B69F-7C2D923C2216,410.0,410.0,409.0,406
415,12/06/11,10:00AM,https://www.banking.senate.gov/hearings/continued-oversight-of-the-implementation-of-the-wall-street-reform-act,Full Committee Hearing:Continued Oversight of the Implementation of the Wall Street Reform Act,,Banking,2022-03-22,"['Sherrod Brown', 'Jerry Moran', 'Honorable Gary Gensler', 'Martin J. Gruenberg', 'Honorable Mary Schapiro', 'Daniel K. Tarullo', 'John Walsh', 'Neal S. Wolin']","['https://www.banking.senate.gov/imo/media/doc/BrownStatement12611.pdf', 'https://www.banking.senate.gov/imo/media/doc/MoranStatement12611.pdf', 'https://www.banking.senate.gov/imo/media/doc/GenslerTestimony12611.pdf', 'https://www.banking.senate.gov/imo/media/doc/GruenbergTestimony12611.pdf', 'https://www.banking.senate.gov/imo/media/doc/SchapiroTestimony12611.pdf', 'https://www.banking.senate.gov/imo/media/doc/TarulloTestimony12611.pdf', 'https://www.banking.senate.gov/imo/media/doc/WalshTestimony12611.pdf', 'https://www.banking.senate.gov/imo/media/doc/WolinTestimony12611.pdf']","[('Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/BrownStatement12611.pdf'), ('Jerry Moran', 'https://www.banking.senate.gov/imo/media/doc/MoranStatement12611.pdf'), ('Honorable Gary Gensler', 'https://www.banking.senate.gov/imo/media/doc/GenslerTestimony12611.pdf'), ('Martin J. Gruenberg', 'https://www.banking.senate.gov/imo/media/doc/GruenbergTestimony12611.pdf'), ('Honorable Mary Schapiro', 'https://www.banking.senate.gov/imo/media/doc/SchapiroTestimony12611.pdf'), ('Daniel K. Tarullo', 'https://www.banking.senate.gov/imo/media/doc/TarulloTestimony12611.pdf'), ('John Walsh', 'https://www.banking.senate.gov/imo/media/doc/WalshTestimony12611.pdf'), ('Neal S. Wolin', 'https://www.banking.senate.gov/imo/media/doc/WolinTestimony12611.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=77971A67-B8F7-4E14-A837-892A065B7201,411.0,411.0,410.0,407
416,12/01/11,10:00AM,https://www.banking.senate.gov/hearings/spurring-job-growth-through-capital-formation-while-protecting-investors,Full Committee Hearing:Spurring Job Growth Through Capital Formation While Protecting Investors,,Banking,2022-03-22,"['Tim Johnson', 'Scott P. Brown', 'Kay Bailey Hutchison', 'Mark L. Pryor', 'Professor John C. Coffee', 'Meredith Cross', 'Scott Cutler', 'Chris Gheysens', 'Jack Herstein', 'Edward S. Knight']","['https://www.banking.senate.gov/imo/media/doc/JohnsonStatement12111.pdf', '', '', '', 'https://www.banking.senate.gov/imo/media/doc/CoffeeTestimony12111.pdf', 'https://www.banking.senate.gov/imo/media/doc/CrossTestimony12111.pdf', 'https://www.banking.senate.gov/imo/media/doc/CutlerTestimony1212011.pdf', 'https://www.banking.senate.gov/imo/media/doc/GheysensTestimony12111.pdf', 'https://www.banking.senate.gov/imo/media/doc/HersteinTestimony12111.pdf', 'https://www.banking.senate.gov/imo/media/doc/KnightTestimony12111.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonStatement12111.pdf'), ('Scott P. Brown', ''), ('Kay Bailey Hutchison', ''), ('Mark L. Pryor', ''), ('Professor John C. Coffee', 'https://www.banking.senate.gov/imo/media/doc/CoffeeTestimony12111.pdf'), ('Meredith Cross', 'https://www.banking.senate.gov/imo/media/doc/CrossTestimony12111.pdf'), ('Scott Cutler', 'https://www.banking.senate.gov/imo/media/doc/CutlerTestimony1212011.pdf'), ('Chris Gheysens', 'https://www.banking.senate.gov/imo/media/doc/GheysensTestimony12111.pdf'), ('Jack Herstein', 'https://www.banking.senate.gov/imo/media/doc/HersteinTestimony12111.pdf'), ('Edward S. Knight', 'https://www.banking.senate.gov/imo/media/doc/KnightTestimony12111.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=A96C1BC1-B064-4B01-A8AD-11E86438C7E5,412.0,412.0,411.0,408
417,11/17/11,10:00AM,https://www.banking.senate.gov/hearings/2011/11/17/nominations-hearing,Nomination Hearing:Nominations Hearing,,Banking,2022-03-22,"['Carol J. Galante', 'Thomas Hoenig', 'Maurice A. Jones']","['https://www.banking.senate.gov/imo/media/doc/GalanteTestimony111711.pdf', 'https://www.banking.senate.gov/imo/media/doc/HoenigTestimony111711.pdf', 'https://www.banking.senate.gov/imo/media/doc/JonesTestimony111711.pdf']","[('Carol J. Galante', 'https://www.banking.senate.gov/imo/media/doc/GalanteTestimony111711.pdf'), ('Thomas Hoenig', 'https://www.banking.senate.gov/imo/media/doc/HoenigTestimony111711.pdf'), ('Maurice A. Jones', 'https://www.banking.senate.gov/imo/media/doc/JonesTestimony111711.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=D02E0F9D-99E7-404C-B6CE-8DD2E95AD42C,413.0,413.0,412.0,409
418,11/16/11,09:30AM,https://www.banking.senate.gov/hearings/management-and-structural-reforms-at-the-sec-a-progress-report,Full Committee Hearing:Management and Structural Reforms at the SEC:  A Progress Report,,Banking,2022-03-22,"['Robert W. Cook', 'Meredith Cross', 'Carlo V. di Florio', 'Robert S. Khuzami', 'Craig Lewis', 'Eileen Rominger']","['https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf']","[('Robert W. Cook', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf'), ('Meredith Cross', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf'), ('Carlo V. di Florio', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf'), ('Robert S. Khuzami', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf'), ('Craig Lewis', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf'), ('Eileen Rominger', 'https://www.banking.senate.gov/imo/media/doc/SECWitnessesTestimony111611SII.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=81B11C81-E255-44F5-95CA-74F4EACE55B3,414.0,414.0,413.0,410
419,11/15/11,03:00PM,https://www.banking.senate.gov/hearings/financial-security-issues-facing-older-americans,Full Committee Hearing:Financial Security Issues Facing Older Americans,,Banking,2022-03-22,"['Hubert H. ""Skip"" Humphrey', 'Julie Nepveu']","['https://www.banking.senate.gov/imo/media/doc/HumphreyTestimony111511FICPpm.pdf', 'https://www.banking.senate.gov/imo/media/doc/NepveuTestimony111511FICPpm.pdf']","[('Hubert H. ""Skip"" Humphrey', 'https://www.banking.senate.gov/imo/media/doc/HumphreyTestimony111511FICPpm.pdf'), ('Julie Nepveu', 'https://www.banking.senate.gov/imo/media/doc/NepveuTestimony111511FICPpm.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=D0C1612E-FDEB-4C0F-A1EC-B62334EB0F94,415.0,415.0,414.0,411
420,11/15/11,10:00AM,https://www.banking.senate.gov/hearings/oversight-of-the-federal-housing-finance-agency,Oversight:Oversight of the Federal Housing Finance Agency,,Banking,2022-03-22,"['Tim Johnson', 'Edward J. DeMarco']","['https://www.banking.senate.gov/imo/media/doc/111511JohnsonStatement.pdf', 'https://www.banking.senate.gov/imo/media/doc/DeMarcoTestimony111511am.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/111511JohnsonStatement.pdf'), ('Edward J. DeMarco', 'https://www.banking.senate.gov/imo/media/doc/DeMarcoTestimony111511am.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=6A53C670-81F3-4F57-8794-595D4E36AD58,416.0,416.0,415.0,412
421,11/10/11,10:00AM,https://www.banking.senate.gov/hearings/opportunities-and-challenges-for-economic-development-in-indian-country,Full Committee Hearing:Opportunities and Challenges for Economic Development in Indian Country,,Banking,2022-03-22,"['Tim Johnson', 'Dante Desiderio', 'Tanya Fiddler', 'Martin Olsson', 'Mark Tilsen', 'Sue Woodrow']","['https://www.banking.senate.gov/imo/media/doc/JohnsonStatement0.pdf', 'https://www.banking.senate.gov/imo/media/doc/DesiderioTestimony111011.pdf', 'https://www.banking.senate.gov/imo/media/doc/FiddlerTestimony111011.pdf', 'https://www.banking.senate.gov/imo/media/doc/OlssonTestimony111011.pdf', 'https://www.banking.senate.gov/imo/media/doc/TilsenTestimony111011.pdf', 'https://www.banking.senate.gov/imo/media/doc/WoodrowTestimony111011.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonStatement0.pdf'), ('Dante Desiderio', 'https://www.banking.senate.gov/imo/media/doc/DesiderioTestimony111011.pdf'), ('Tanya Fiddler', 'https://www.banking.senate.gov/imo/media/doc/FiddlerTestimony111011.pdf'), ('Martin Olsson', 'https://www.banking.senate.gov/imo/media/doc/OlssonTestimony111011.pdf'), ('Mark Tilsen', 'https://www.banking.senate.gov/imo/media/doc/TilsenTestimony111011.pdf'), ('Sue Woodrow', 'https://www.banking.senate.gov/imo/media/doc/WoodrowTestimony111011.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=15ECD603-684E-4C2D-A1EB-0E2C89A8C71D,417.0,417.0,416.0,413
422,11/03/11,10:30AM,https://www.banking.senate.gov/hearings/empowering-and-protecting-servicemembers-veterans-and-their-families-in-the-consumer-financial-marketplace,"Full Committee Hearing:Empowering and Protecting Servicemembers, Veterans and their Families in the Consumer Financial Marketplace",,Banking,2022-03-22,"['Michael F. Bennet', 'Admiral Charles S. Abbot, Retired', 'Major General Kevin Bergner, Retired', 'Hollister K. Petraeus', 'Frank Pollack', 'Bonnie Spain']","['https://www.banking.senate.gov/imo/media/doc/BennetStatement11311.pdf', 'https://www.banking.senate.gov/imo/media/doc/AbbotTestimony11311.pdf', 'https://www.banking.senate.gov/imo/media/doc/BergnerTestimony110311.pdf', 'https://www.banking.senate.gov/imo/media/doc/PetraeusTestimony11311.pdf', 'https://www.banking.senate.gov/imo/media/doc/PollackTestimony11311.pdf', 'https://www.banking.senate.gov/imo/media/doc/SpainTestimony11311.pdf']","[('Michael F. Bennet', 'https://www.banking.senate.gov/imo/media/doc/BennetStatement11311.pdf'), ('Admiral Charles S. Abbot, Retired', 'https://www.banking.senate.gov/imo/media/doc/AbbotTestimony11311.pdf'), ('Major General Kevin Bergner, Retired', 'https://www.banking.senate.gov/imo/media/doc/BergnerTestimony110311.pdf'), ('Hollister K. Petraeus', 'https://www.banking.senate.gov/imo/media/doc/PetraeusTestimony11311.pdf'), ('Frank Pollack', 'https://www.banking.senate.gov/imo/media/doc/PollackTestimony11311.pdf'), ('Bonnie Spain', 'https://www.banking.senate.gov/imo/media/doc/SpainTestimony11311.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=A828CA95-140A-46E2-AFC1-3D91EE87C5B7,418.0,418.0,417.0,414
